name|time_stamps|label_time_stamps(window=5)
Dominique Ritze |44 |0_44 
Iain Little |34 |0_34 
Songhua Xu |34 39 44 |0_34 1_39 0_44 
Sule Guumlnduumlz |34 |0_34 
Michael Gesmann |24 |0_24 
Sophie H. Wang |34 |0_34 
Sang-Jo Lee |39 |0_39 
Nancy J. Nersessian |34 |0_34 
Lubomir D. Bourdev |44 |0_44 
Yi Ouyang |34 |0_34 
David Goddeau |34 |0_34 
Tony Russell-Rose |44 |0_44 
T. Sashidhar |14 |0_14 
Tak Pang Lau |34 |0_34 
Shijian Li |44 |0_44 
Nicola Di Mauro |34 39 |0_34 0_39 
Shahriar Shariat |44 |0_44 
Anna Zamansky |39 |0_39 
Jonathan D. Becher |29 34 44 |0_29 0_34 0_44 
Hongsong Li |39 44 |0_39 0_44 
C. Franklin Boyle |14 |0_14 
Paul Parkinson |39 |0_39 
Roy Ka-Wei Lee |44 |0_44 
Stefanos Souldatos |39 |0_39 
Isaac S. Kohane |24 29 |0_24 0_29 
Mike Perkowitz |24 29 34 |0_24 0_29 0_34 
David R. Karger |24 34 39 44 |0_24 1_34 1_39 0_44 
Richard P. Braumlgger |14 |0_14 
Xu-bin Deng |34 |0_34 
Robert Chekaluk |19 |0_19 
Caroline Paxson |24 |0_24 
Tianran Wang |14 |0_14 
Zihan Tan |44 |0_44 
James R. Slagle |04 09 14 29 |0_04 0_09 0_14 0_29 
Ronald M. Lesperance |34 |0_34 
Hannah Blau |29 34 |0_29 0_34 
Franz Pernkopf |34 44 |0_34 0_44 
Ira Pohl |14 |0_14 
M. Yagl |04 |0_04 
Zhongliang Li |44 |0_44 
Shun'ichi Torii |19 |0_19 
Eric K. Y. Ho |34 |0_34 
Jinglin Xu |44 |0_44 
Brian Drabble |24 |0_24 
Dimitris Papadias |29 34 39 |1_29 0_34 1_39 
Patrick Clark |44 |0_44 
Ye Ding |44 |1_44 
Amarnath Gupta |19 29 34 39 |0_19 0_29 0_34 0_39 
Stijn De Saeger |39 |0_39 
Matthew W. Collier |39 |0_39 
Webb Stacy |34 |0_34 
Jarvis D. Haupt |44 |0_44 
Ilianna Kollia |44 |0_44 
Aljoscha Krettek |44 |0_44 
Michel C. A. Klein |29 34 39 |0_29 0_34 0_39 
Jak Kirman |24 |0_24 
Mina Ghashami |44 |0_44 
Horst W. Haussecker |29 |0_29 
Yansheng Lu |34 39 |0_34 1_39 
Chuan Shi |44 |1_44 
Wang-Chien Lee |29 34 39 44 |0_29 1_34 1_39 1_44 
Xiaofeng Ke |39 |0_39 
Alon Shalita |44 |0_44 
Walid Bezza |44 |0_44 
Christof Muumlller |39 |1_39 
Sophie Tison |39 |0_39 
Zhongyang Xiong |39 |0_39 
Jill Fain |14 |0_14 
Oleksii Starov |44 |0_44 
Sathyakama Sandilya |34 |0_34 
Matthew Eric Otey |34 39 |0_34 0_39 
Rick Pechter |39 |0_39 
Han Xiao 0005 |44 |0_44 
Krol Kevin Mathias |34 |0_34 
Charles B. McVey |29 |0_29 
Alexander Lerch |44 |0_44 
Benjamin Dietrich |44 |0_44 
Peter A. Flach |29 34 39 44 |1_29 1_34 0_39 1_44 
Santiago Segarra |44 |0_44 
Donghui Yan |39 |0_39 
Gerhard Friedrich |19 24 39 |0_19 0_24 1_39 
Vassilis Plachouras |34 39 44 |0_34 1_39 0_44 
Jingdong Chen |44 |0_44 
Chang-Hung Lee |29 34 |0_29 0_34 
Jakob Grue Simonsen |44 |0_44 
Yuan Xue |44 |0_44 
Roman Yangarber |44 |0_44 
Sayandeep Sen |39 |0_39 
Markus Stolze |19 |0_19 
Tanuja Bompada |39 |0_39 
I-Fan Shen |34 39 |0_34 0_39 
Andrzej J. Glowinski |24 |0_24 
Pavel A. Izhutov |44 |0_44 
Terence C. Fogarty |24 |0_24 
Ing-Xiang Chen |34 39 |0_34 0_39 
Pedro Pereira Rodrigues |34 39 44 |0_34 0_39 0_44 
Jun Rao |29 34 44 |0_29 0_34 0_44 
Xiaobin Ma |29 34 |0_29 0_34 
Aureacutelie Beynier |34 44 |0_34 0_44 
James C. French |24 29 34 |0_24 1_29 0_34 
Ozan Irsoy |44 |0_44 
Alexandre Albore |34 39 |0_34 0_39 
Peter van Emde Boas |14 |0_14 
Sudha Bhingardive |44 |0_44 
Kathryn Britton |24 |0_24 
Viktor Leis |44 |0_44 
George Lepouras |34 44 |0_34 0_44 
Romain Heacuterault |39 |0_39 
Alina Kuznetsova |44 |0_44 
Roman Y. Shtykh |39 |0_39 
Iraj Saniee |44 |0_44 
Paula Hatch |29 |0_29 
Marc Sumner |34 39 |0_34 0_39 
Maryia Kazakevich |34 |0_34 
Yuliya Lierler |34 44 |0_34 0_44 
Alex Kass |24 |0_24 
Ameacutelie Marian |29 34 39 44 |0_29 0_34 1_39 0_44 
Heidi H. T. Yeung |34 |0_34 
Marcin Przybylko |44 |0_44 
Veli Bicer |34 44 |0_34 1_44 
Huazhong Ning |39 |0_39 
Alzennyr Da Silva |39 |0_39 
Wen-Ying Xiong |39 |0_39 
Thach-Thao Nguyen Duong |44 |0_44 
Curtis P. Kolovson |19 |0_19 
Zoltaacuten Fiala |34 |0_34 
Chris S. Magnano |44 |0_44 
Uwe Thaden |34 |0_34 
Xuanjing Huang |39 44 |1_39 1_44 
David McDonald |14 |0_14 
Satanjeev Banerjee |34 |0_34 
Yunghsiang S. Han |34 |0_34 
Ning Shang |34 39 |0_34 0_39 
Milan Vojnovic |39 44 |0_39 1_44 
Jeff L. Stimpson |29 34 |0_29 0_34 
Hao Zhang 0029 |44 |0_44 
David Hazel |44 |0_44 
Bhargava Urala Kota |44 |0_44 
Keiichiro Hoashi |29 34 39 |0_29 0_34 0_39 
Akshay Krishnamurthy |39 44 |0_39 0_44 
Doron Kukliansky |44 |0_44 
Andrea Moro 0001 |44 |1_44 
Mohsin Uddin |44 |0_44 
Satyandra K. Gupta |24 |0_24 
Prateek Tandon |44 |0_44 
Takuro Fukunaga |44 |0_44 
Arnaud Sahuguet |29 34 |0_29 1_34 
Masao Yokota |09 |0_09 
San Gultekin |44 |0_44 
Alex L. Mitchell |34 |0_34 
Serguei V. S. Pakhomov |34 |0_34 
Kesheng Wu |34 39 |0_34 0_39 
Penghua Zhao |44 |0_44 
Naomi Yoshikawa |24 |0_24 
Smriti Bhagat |39 44 |0_39 1_44 
Luigi Lavazza |14 19 |0_14 0_19 
N. Finder |09 |0_09 
David Robertson |39 |0_39 
Manjeet Rege |34 39 |0_34 1_39 
C. Thach Nguyen |44 |0_44 
Gyanit Singh |39 44 |0_39 0_44 
Brad A. Myers |39 |0_39 
Minming Li |44 |0_44 
K. Mori |04 |0_04 
Zaki Malik |44 |0_44 
Brahm P. Verma |24 |0_24 
Francesca Ceccherini-Silberstein |34 |0_34 
E. Kugushev |04 |0_04 
Zhan Su |44 |0_44 
Frank J. Pipitone |14 |0_14 
Zengchang Qin |44 |0_44 
Luacutecio de Souza Coelho |39 |0_39 
Raquel Trillo |44 |0_44 
Lauren DiPrete |44 |0_44 
Minh Do |44 |0_44 
Jin Liang |44 |0_44 
Peter M. Stocker |14 |1_14 
George H. Mills |44 |0_44 
Aditya Bhaskara |44 |1_44 
Bemmu Sepponen |34 |0_34 
P. F. King |04 |0_04 
V. Srinivasan |24 |0_24 
Ana Nika |44 |0_44 
Mayumi Toshima |44 |0_44 
Cynthia Meng |44 |0_44 
Duy-Hung Phan |44 |0_44 
Shou-Chung Li |44 |0_44 
Kazuhiro Nakadai |24 29 39 |0_24 0_29 0_39 
Giacomo Berardi |44 |0_44 
Evelyn Balfe |34 |1_34 
Sheng Zhang 0004 |34 |1_34 
Yezhou Yang |44 |0_44 
H. Rex Hartson |04 |0_04 
Yong Dou |44 |0_44 
Ivan Scagnetto |44 |0_44 
Rajendra S. Wall |14 |0_14 
Jiarui Gan |44 |0_44 
Ivan Kovacek |44 |0_44 
Pedro Ponce |44 |0_44 
Shu-Chin Su Chen |24 |0_24 
Pablo Barceloacute |34 39 44 |0_34 0_39 0_44 
Ramakrishnan Kannan |39 44 |0_39 0_44 
James Kelly |19 29 |0_19 0_29 
Richard Henthorn |39 |0_39 
Michael Anthony Bauer |24 |0_24 
Shqiponja Ahmetaj |44 |1_44 
Stefan Preishuber |24 |0_24 
Twee-Hee Ong |34 |0_34 
Eric Reiman |39 |0_39 
Vileacutem Vychodil |39 |0_39 
Daniel J. Abadi |34 39 44 |0_34 0_39 1_44 
Frederik Auffenberg |44 |0_44 
Xiaohong Tan |39 |0_39 
Binh Vo |39 |0_39 
Hideo Shimazu |24 29 |0_24 0_29 
Simon King |39 |0_39 
Fangfang Feng |29 34 |0_29 0_34 
Periklis A. Papakonstantinou |44 |0_44 
A. Carlisle Scott |09 |0_09 
Kenneth D. Bogert |44 |0_44 
Amnon Shashua |34 44 |0_34 0_44 
Bernard Silver |09 14 |0_09 0_14 
George Giannakopoulos |39 |0_39 
Biplob Debnath |44 |0_44 
Martynas Buivys |44 |0_44 
Weidong Cai |44 |0_44 
Isabel Navarrete |29 39 |0_29 0_39 
Chong Wang 0002 |34 |0_34 
Nicholas Arnosti |44 |0_44 
Ian McAdam |24 |0_24 
Brendan Del Favero |19 |0_19 
Jan Vanthienen |29 |0_29 
Annalisa Appice |34 39 |1_34 1_39 
Eugene Davis |24 |0_24 
Stephen J. Wright |34 39 44 |1_34 0_39 0_44 
Behzad Golshan |44 |0_44 
Masataka Goto |34 |0_34 
Alex Kerfoot |34 |0_34 
Xiaowei Ying |39 |1_39 
Maximilian Michel |44 |0_44 
Christie I. Ezeife |34 |0_34 
Jiaguang Sun |44 |0_44 
Scott Dugas |39 |0_39 
Meesun Song |39 |0_39 
Maarten de Rijke |29 34 39 44 |0_29 0_34 1_39 1_44 
Samrachana Adhikari |44 |0_44 
Jun Sun 0001 |44 |0_44 
Changxia Tao |44 |0_44 
Todd Eavis |34 |0_34 
Yuqi Wang |44 |0_44 
T. Lang |09 |0_09 
Samik Basu |39 |1_39 
Oisiacuten Boydell |34 |1_34 
Alan Davidson |34 |0_34 
Bhanu Pratap Gupta |39 |0_39 
Darrin P. Lewis |34 |0_34 
Vandana Sreedharan |39 |0_39 
Michael M. Hoffman |44 |0_44 
Jiong Zhang |44 |0_44 
Huiju Wang |44 |0_44 
Alon Altman |34 39 |0_34 0_39 
Alexandrin Popescul |34 44 |1_34 0_44 
Cegravesar Fernaacutendez |34 39 44 |0_34 0_39 0_44 
Tomoharu Iwata |34 39 44 |0_34 1_39 1_44 
Basit Shafiq |34 39 |0_34 0_39 
David Levine |29 |0_29 
Han Qin |39 |0_39 
Enrico Malizia |39 44 |0_39 0_44 
Enhong Chen |39 44 |1_39 1_44 
John E. Hopcroft |34 39 44 |1_34 1_39 1_44 
Jiexun Xu |44 |0_44 
Shuiyuan Xie |39 |0_39 
Germaacuten Cobo |34 39 |0_34 0_39 
Stefan Kopp |44 |0_44 
Yadong Mu |39 44 |1_39 1_44 
Susan Elliott Sim |29 |0_29 
Pankaj Jalote |14 19 24 |0_14 0_19 0_24 
Xuan Wei |44 |0_44 
Trevor Darrell |24 34 39 44 |0_24 0_34 0_39 0_44 
Andreas Wagner |44 |0_44 
Kaweh Djafari Naini |44 |0_44 
David Reitter |44 |0_44 
Bahar Qarabaqi |44 |0_44 
Sarthak Shah |39 |0_39 
Daniel L. Boley |29 34 |0_29 0_34 
Lu Liu |39 44 |0_39 0_44 
Michael Bartholomew |39 44 |0_39 0_44 
Daniele Nardi |19 39 44 |0_19 0_39 0_44 
Robert Power |44 |0_44 
Sebastian Nowozin |39 44 |1_39 0_44 
Zhengkui Wang |44 |0_44 
Alessandro Epasto |44 |1_44 
Fanya S. Montalvo |09 14 |0_09 0_14 
Hyeonseung Im |39 |0_39 
Danny Munera |44 |0_44 
Christos Diou |44 |0_44 
Seungdo Ha |44 |0_44 
Jie Xiang 0003 |29 |0_29 
Ivaacuten Dotuacute |34 39 |0_34 0_39 
Claudio Eccher |29 |0_29 
Markus Kroumltzsch |34 39 44 |0_34 1_39 1_44 
Manuel E. Bermudez |24 |0_24 
Lucia |39 |0_39 
Johannes Kern |44 |0_44 
Patrick LeGresley |44 |0_44 
Shipeng Li |39 |0_39 
Kevin Johnsrude |34 |0_34 
Stephen Marsland |39 |0_39 
Mehran Asadi |34 39 |0_34 0_39 
Robert H. Pollack |14 |0_14 
Sumio Watanabe |34 39 |0_34 0_39 
Arun Chaitanya |44 |0_44 
Dale Webster |44 |0_44 
Satya Prabhakar |24 |0_24 
Devi Parikh |44 |0_44 
Yi Wang |39 44 |0_39 0_44 
Kenil C. K. Cheng |34 39 |0_34 0_39 
Srinandan Dasmahapatra |39 |0_39 
Dongxing Wu |44 |0_44 
Dirk Ansorge |34 |0_34 
Wei Zhang 0058 |44 |0_44 
Yi Zhang 0011 |39 |0_39 
Gregory Piatetsky-Shapiro |24 29 34 |0_24 0_29 0_34 
Matthieu Nottale |34 |0_34 
Hassan Mountassir |24 |0_24 
Stefan Zickler |39 |0_39 
Jinyan Li |29 34 39 44 |1_29 1_34 1_39 1_44 
Nabil I. Hachem |19 24 |0_19 0_24 
Heinrich Spiecker |29 |0_29 
Avi Finkel |34 |0_34 
Pascal Nicolas |34 |0_34 
Mitsuteru Yukishita |19 |0_19 
Yeyun Gong |44 |0_44 
Marianne Clausel |44 |1_44 
Raymond L. Watrous |19 |0_19 
Luisa R. Pinto |44 |0_44 
Jacques Robin |24 |0_24 
Steve Rabin |44 |0_44 
Ying Sha |44 |0_44 
Tsae-Feng Yu |39 |0_39 
Gabriela Moise |34 39 |0_34 0_39 
Rahul Nair |39 |0_39 
Gook-Pil Roh |39 |0_39 
Szymon Klarman |39 |0_39 
Desmond J. Fitzgerald |34 |0_34 
Chen Wang |34 39 44 |0_34 1_39 1_44 
Tomasz Kaczmarek |34 |1_34 
Atri Mandal |44 |0_44 
Gan Keng Hoon |39 |0_39 
Suya You |44 |0_44 
Balamurugan Palanisamy |44 |0_44 
Li Yan |39 |0_39 
Raquel Cardoso de Melo Minardi |39 |0_39 
Yee Seng Chan |34 |0_34 
Harsh Singh |44 |0_44 
Dushan Z. Badal |29 |0_29 
Guillermo Sapiro |39 44 |0_39 1_44 
Hisham Raslan |44 |0_44 
Baohan Xu |44 |0_44 
Duk whan Oh |34 |0_34 
Christopher J. Rossbach |34 |0_34 
Michael Munie |39 |0_39 
Liliana Pasquale |39 |0_39 
Gabriel David |39 |0_39 
Arseniy Chelnokov |44 |0_44 
Christiane Lemke |44 |0_44 
Travis C. Service |39 |0_39 
Jerod Sikorskyj |39 |0_39 
Michael Spring |39 |1_39 
Niko Vuokko |39 |0_39 
Evgeniy Gabrilovich |29 34 39 44 |0_29 1_34 1_39 1_44 
Dawn Lawrie |29 |0_29 
Robert Neumayer |39 44 |0_39 0_44 
David Modjeska |34 |0_34 
Ashish Thusoo |39 |0_39 
Robin Mayes |44 |0_44 
Honglei Liu |44 |0_44 
Daniel Morwood |44 |0_44 
Bjoumlrn Scheuermann |39 |0_39 
James Pita |39 |0_39 
Anthony K. H. Tung |29 34 39 44 |1_29 1_34 1_39 1_44 
Fang Bian |44 |0_44 
Matt Berlin |34 39 |0_34 0_39 
Bernt Schiele |44 |0_44 
Chunheng Wang |39 44 |0_39 0_44 
Stephen R. Chestnut |44 |0_44 
Ina Kraan |24 |0_24 
Konrad Stocker |29 34 |0_29 0_34 
Sukwon Kang |39 |0_39 
Johannes Heinrich |44 |0_44 
Layne Price |44 |0_44 
T. Loeliger |34 |0_34 
Katrien Beuls |39 |0_39 
Frank van Harmelen |19 29 34 39 |0_19 0_29 1_34 0_39 
Yves Lechevallier |24 29 39 |0_24 0_29 0_39 
Cristina Kadar |39 |0_39 
Lian Liu |39 |0_39 
Dinesh Raghu |44 |0_44 
Andrew Proudfoot |14 |0_14 
Andy Doyle |44 |0_44 
Vianney Perchet |44 |0_44 
Joumlrg Koumlller |29 |0_29 
Xuanzhe Liu |39 44 |0_39 0_44 
J. Scott Olsson |34 39 |0_34 0_39 
Alessandro Saffiotti |24 29 34 44 |0_24 0_29 0_34 0_44 
Edward M. L. Peters |39 |0_39 
Swarup Chandra |44 |0_44 
Neil M. Goldman |04 09 14 34 |0_04 0_09 1_14 0_34 
D. N. Ortiz |29 |0_29 
Hans-Joachim Wuumlnsche |39 |0_39 
Yuefeng Li |34 39 |0_34 0_39 
Yousri El Fattah |24 29 |0_24 0_29 
Steven D. Gribble |39 |0_39 
Liang Zhao |44 |0_44 
G. M. Feldman |04 |0_04 
Di Zhang |39 |0_39 
Horace Ho-Shing Ip |39 |0_39 
Sinno Jialin Pan |39 44 |1_39 1_44 
Andrew Horner |44 |0_44 
Peter Schaumluble |24 29 |0_24 0_29 
Vasundhara Puttagunta |29 |0_29 
Udo Kohlmorgen |24 |0_24 
Bradford Gregory John Heap |44 |0_44 
Y. Y. Yao |29 34 |0_29 0_34 
Zheng Lu |44 |0_44 
Michel Simard |29 |0_29 
Jarmo Toivonen |34 |0_34 
Liva Ralaivola |34 39 44 |0_34 0_39 0_44 
Wen-Jie Yang |39 |0_39 
Serge Zagorac |39 |0_39 
Santosh Vempala |29 34 |0_29 0_34 
Ganesh Ramakrishnan |34 39 44 |1_34 1_39 1_44 
Giuseppe Lopomo |44 |0_44 
Nathan S. Lewis |29 |0_29 
Peter Franklin |39 |0_39 
Michael Mancuso |34 |0_34 
Xin Lin |44 |1_44 
Richi Nayak |34 39 44 |0_34 1_39 1_44 
Licia Capra |39 44 |1_39 0_44 
Jessica Lin 0001 |34 39 44 |1_34 0_39 1_44 
Christopher J. Merz |24 |0_24 
Richard M. Schwartz |19 29 |0_19 0_29 
Michal Afek |44 |0_44 
Paul D. Amer |34 |0_34 
Joumlrg Marvin Guumllzow |44 |0_44 
Chi-Hung Chi |29 34 39 44 |0_29 0_34 1_39 0_44 
Thomas W. Page Jr. |14 |0_14 
Morten Moslashrup |39 |0_39 
Jie Gao |34 44 |0_34 0_44 
Mingsen Guo |19 |0_19 
Emiliano Casalicchio |29 |0_29 
Edward Sciore |19 29 |0_19 0_29 
Jelani Nelson |39 |0_39 
Jafar Adibi |29 34 |1_29 1_34 
Tianlong Li |44 |0_44 
Erik Larson |34 |0_34 
Arpit Mathur |34 |0_34 
Andrew Witkowski |24 29 34 39 |0_24 0_29 0_34 0_39 
Alberto L. Sangiovanni-Vincentelli |24 |0_24 
Deepthi Sistla |44 |0_44 
Gildas Jeantet |39 44 |0_39 0_44 
Nathan Sutter |39 |0_39 
Izaskun Gallastegi |24 |0_24 
Mohammad R. Kolahdouzan |29 34 |0_29 0_34 
Nick Bassiliades |24 39 |0_24 0_39 
Elena Papageorgiou |44 |0_44 
Le Song |34 39 44 |0_34 1_39 1_44 
Minoru Kanehisa |34 |0_34 
Rina Dechter |14 19 24 29 34 39 44 |0_14 1_19 0_24 0_29 0_34 0_39 0_44 
Ron Lake |24 |0_24 
Mauro Dragoni |39 44 |0_39 0_44 
Greg Ridgeway |29 34 |0_29 0_34 
Todd D. Millstein |29 |1_29 
Mohamed Nadif |34 39 44 |0_34 0_39 0_44 
Weiran Xu |39 44 |0_39 0_44 
Giuseppe Castagna |34 |0_34 
Robert Trappl |09 |0_09 
Junyan Zhu |39 |0_39 
Marsja Jo Hannah |14 |0_14 
Wei Chen 0016 |44 |0_44 
Sundeep Narravula |34 |0_34 
Georgios Theodoridis |44 |0_44 
Elizabeth D. Liddy |19 24 34 |0_19 0_24 0_34 
Laurentiu Cristofor |29 34 |0_29 0_34 
Vivek Jain |34 |0_34 
Yihan Tao |44 |0_44 
Mark A. Wood |39 |0_39 
Sai P. Selvaraj |44 |0_44 
Thomas Ludescher |44 |0_44 
Takashi Yano |29 |0_29 
Oliver Kelkar |34 |0_34 
Luis Quesada |39 |0_39 
Dinesh Manocha |34 39 44 |0_34 0_39 0_44 
Giuseppe Perelli |44 |0_44 
Natalie Aizenberg |44 |0_44 
Upendra V. Chaudhari |34 |0_34 
Daisuke Takuma |44 |0_44 
Jia Chen |39 44 |0_39 1_44 
Ling Gu |44 |0_44 
Walid Magdy |39 44 |0_39 0_44 
Evans Hsu |44 |0_44 
Libin Wang |44 |0_44 
Samson Hauguel |39 |0_39 
Yingnan Xiao |44 |0_44 
Simone Santini |29 34 |0_29 0_34 
Jens Kober |39 |0_39 
Michiaki Tatsubori |34 39 |0_34 0_39 
Johnny Tan |44 |0_44 
Yves Rasolofo |34 |0_34 
Jian Yin |29 34 39 44 |1_29 0_34 0_39 0_44 
Omer Barkol |39 44 |0_39 0_44 
Aditi Raghunathan |44 |0_44 
Sreenath Bodagala |29 44 |0_29 0_44 
Tobias Kaufmann |44 |0_44 
Lynda Yang |39 |0_39 
Ryohei Nakano |29 39 |1_29 0_39 
Michael G. Burke |34 |0_34 
Jiancong Tong |44 |0_44 
Paul Robertson |39 |0_39 
Philip Cooksey |44 |0_44 
Greg Mori |39 |0_39 
Michael A. Peshkin |14 |0_14 
Seung-Keol Kim |44 |0_44 
Jerre D. Noe |14 19 |0_14 0_19 
Nathalie Charbel |44 |0_44 
Jiwon Seo |44 |0_44 
Nguyen Tuan Duc |39 |0_39 
Lei Guo 0004 |34 39 |0_34 1_39 
Sokol Koccedilo |44 |0_44 
Masayuki Okabe |44 |0_44 
Jiashuai Zhou |44 |0_44 
Siong Thye Goh |44 |0_44 
Yasemin Altun |34 39 44 |0_34 0_39 0_44 
Peter de Jong |14 |0_14 
Nukala Viswanadham |39 |0_39 
Andrea Ernst-Gerlach |34 |0_34 
Yun Gao |44 |0_44 
Hiroshi Matsuo |39 |0_39 
Daqing Yi |44 |0_44 
Roxana Geambasu |39 |0_39 
Nilufer Onder |39 44 |0_39 0_44 
Rie Honda |29 |0_29 
Ayako Bessho |24 |0_24 
Eric Dubois 0001 |14 |0_14 
Leonardo C. da Rocha |39 44 |0_39 0_44 
Hongfu Liu |44 |1_44 
Richard W. Prager |24 |0_24 
Allen R. Hanson |09 14 19 24 |0_09 0_14 0_19 0_24 
Vo Ngoc Anh |29 34 |0_29 0_34 
Damian Black |19 |0_19 
Yoshinori Yamaguchi |29 |0_29 
Alan Downing |29 |0_29 
Xuefeng Pan |39 |0_39 
Murtaza M. Karim |34 |0_34 
Jung-Won Lee |29 |0_29 
M. T. Fang |14 |0_14 
Natalia Flerova |44 |0_44 
R. Ravi 0001 |39 44 |0_39 0_44 
Takahiko Ito |34 |0_34 
David Etter |39 |0_39 
Dustin Lang |34 44 |0_34 0_44 
Grigory Yaroslavtsev |44 |0_44 
Venkata Krishna Pillutla |44 |0_44 
Sanghoan Chang |44 |0_44 
Kang G. Shin |29 |0_29 
Mauricio Chiazzaro |44 |0_44 
Hiroshi Tsuruoka |29 |0_29 
Micah Beck |29 |0_29 
Gleb Gusev |44 |1_44 
Claudine Santos Badue |34 |0_34 
Miquel Perello-Nieto |44 |0_44 
Xue Wang |44 |0_44 
Elias Athanasopoulos |39 |0_39 
Jianning Wang |34 |0_34 
Shen Furao |39 |1_39 
Beatriz de la Iglesia |24 34 |0_24 0_34 
Parvatham Venkatachalam |34 |0_34 
Ahlem Nabli |44 |0_44 
Sandrine Anthoine |39 |0_39 
Ruixin Qiang |44 |0_44 
Bernhard Schueler |39 |0_39 
Dong-Min Woo |39 |0_39 
Hanghang Tong |34 39 44 |1_34 1_39 1_44 
Mark Sheppard |19 |0_19 
Dagobert Soergel |19 34 |0_19 0_34 
Wei Yu |34 39 |0_34 0_39 
Congle Zhang |39 44 |0_39 0_44 
Volker Blanz |34 |0_34 
Geacuterard Sabah |14 |0_14 
Giovanni Romano 0002 |24 34 39 44 |0_24 0_34 0_39 0_44 
Sujit Kumar |34 |0_34 
Nancy E. Reed |19 24 |0_19 0_24 
Honghua Dai |24 29 34 |0_24 1_29 1_34 
John Moeller |44 |0_44 
Chia-Ling Lee |44 |0_44 
Zhenyu Liu |29 34 |0_29 1_34 
Zheng Lin |44 |0_44 
Yiping Ke |34 39 44 |1_34 1_39 1_44 
Frank Wm. Tompa |14 19 29 34 39 44 |0_14 0_19 0_29 0_34 0_39 0_44 
Josif Grabocka |44 |1_44 
William Cole |19 |0_19 
Gene Joe |19 |0_19 
John K. Slaney |24 29 34 44 |0_24 0_29 0_34 0_44 
Raghu Ramakrishnan |14 19 24 29 34 39 44 |0_14 0_19 0_24 1_29 1_34 0_39 0_44 
Byron Boots |34 39 44 |0_34 0_39 0_44 
Nirmalie Wiratunga |34 39 |1_34 0_39 
Charlotte D. Jacobs |09 |0_09 
Julia Stoyanovich |34 39 44 |0_34 0_39 0_44 
Leonidas Palios |34 |0_34 
Jie Yang 0002 |34 44 |0_34 0_44 
Jie Shen |44 |0_44 
H. G. Meder |09 |0_09 
Jia Jia |44 |1_44 
Junsang Cho |44 |0_44 
Hoang Trinh |39 |0_39 
Yimin Liu |44 |0_44 
Rob Christley |39 |0_39 
Bin Li |39 44 |0_39 1_44 
Manisha Ganguly |44 |0_44 
Uwe Deppisch |34 |0_34 
Edwin B. Parker |04 |0_04 
Stefano Ortona |44 |0_44 
Irfan A. Essa |39 44 |1_39 0_44 
Channa K. Jayawickreme |34 |0_34 
Zhen Zhang |34 39 |0_34 0_39 
Guido Zuccon |39 44 |0_39 0_44 
Junxing Wang |44 |0_44 
Nina Narodytska |39 44 |0_39 0_44 
P. Bui |34 |0_34 
Pei-Zhuang Wang |24 |0_24 
Ron D. Appel |39 |0_39 
Suvash Sedhain |44 |0_44 
Nicoleta Preda |34 39 44 |0_34 0_39 0_44 
Carl Cecere |34 |0_34 
Christian Siefkes |34 |0_34 
Jaime Navon |34 |0_34 
Pierre Glize |19 |0_19 
Yasunobu Nohara |44 |0_44 
Sachin More |29 |0_29 
Lara De Vinco |34 |0_34 
Ben Allison |39 |0_39 
David J. Hand |24 29 34 39 |0_24 0_29 1_34 0_39 
Ingmar Posner |39 44 |0_39 0_44 
Reda Alhajj |24 34 39 44 |0_24 0_34 0_39 1_44 
Alon Pilberg |39 |0_39 
Eshref Januzaj |34 |1_34 
Michael R. James |34 39 |0_34 0_39 
Frank Doherty |34 |0_34 
Thomas D. C. Little |19 |0_19 
Xiang Lian |34 39 |0_34 0_39 
Richard Whitney |14 24 |0_14 0_24 
Jeff M. Phillips |34 39 44 |0_34 1_39 1_44 
Stephen Hodgson |34 |0_34 
Max Lee Tucker |44 |0_44 
Li Shen |44 |1_44 
Frank Broz |39 |0_39 
Vincenzo Auletta |44 |0_44 
David Meger |39 |0_39 
Jacques Kouloumdjian |09 24 29 |0_09 0_24 0_29 
Victor B. Zordan |34 39 |0_34 0_39 
Stefanie Scherzinger |34 39 44 |0_34 0_39 0_44 
Deng-Yiv Chiu |39 |0_39 
Jon Feldman |44 |1_44 
Wenbin Ma |39 44 |0_39 0_44 
K. Tamsin Maxwell |44 |0_44 
Sotiria Tavoulari |39 |0_39 
S.-Y. Chien |24 |0_24 
Jiexing Li |39 44 |0_39 0_44 
Laurent Herr |24 |0_24 
Baris Akgun |39 |0_39 
Daniel R. Dooly |29 |0_29 
David Chen |04 |0_04 
Christopher H. Brooks |34 |1_34 
Parantapa Goswami |44 |0_44 
Marsha Meytlis |44 |0_44 
William Chang |39 |0_39 
Pietro Colombo |44 |0_44 
Chun Zeng |34 |0_34 
Willemijn van Dolen |44 |0_44 
Kathleen Fisher |29 |0_29 
Mark D. Lieberman |14 |0_14 
Vanessa P. Braganholo |34 |0_34 
Jiye Wang |44 |0_44 
S. Sitharama Iyengar |14 |0_14 
Xuhui Fan |44 |0_44 
Emile Richard |44 |0_44 
Morten Stoumlckel |44 |0_44 
Robert H. Deng |34 |0_34 
Songwen Xu |29 |0_29 
Xiaodi Huang |39 |0_39 
Geeta Aggarwal |44 |0_44 
Xuan Hu |44 |0_44 
Chris Mesterharm |34 39 |0_34 0_39 
